,id,location,name,link,location_new,x,y
0,18475,"40.76200104,-73.99980164",Atelier,/building/atelier-condominium,"['40.76200104', '-73.99980164']",40.76200104,-73.99980164
1,16809,"40.76129913,-73.98269653",150 West 51st Street,/building/150-west-51-street-new_york,"['40.76129913', '-73.98269653']",40.76129913,-73.98269653
2,17620,"40.76679993,-73.98419952",The Sheffield,/building/the-sheffield,"['40.76679993', '-73.98419952']",40.76679993,-73.98419952
3,270,"40.70909882,-74.01370239",W Downtown Hotel & Residences,/building/w-downtown-hotel-residences,"['40.70909882', '-74.01370239']",40.70909882,-74.01370239
4,148,"40.70539856,-74.01039886",15 William Street,/building/15-william-street-new_york,"['40.70539856', '-74.01039886']",40.70539856,-74.01039886
5,16893,"40.76620102,-73.97859955",JW Marriott Essex House,/building/jw-marriott-essex-house,"['40.76620102', '-73.97859955']",40.76620102,-73.97859955
6,194,"40.70500183,-74.00810242",75 Wall Street,/building/75-wall-street-new_york,"['40.70500183', '-74.00810242']",40.70500183,-74.00810242
7,16607,"40.74629974,-73.97270203",The Corinthian,/building/the-corinthian,"['40.74629974', '-73.97270203']",40.74629974,-73.97270203
8,112,"40.707901,-74.01409912",Greenwich Club,/building/greenwich-club,"['40.707901', '-74.01409912']",40.707901,-74.01409912
9,16861,"40.76539993,-73.97910309",One57,/building/one57-condominium,"['40.76539993', '-73.97910309']",40.76539993,-73.97910309
10,18617,"40.76910019,-73.9815979",Trump International,/building/trump-international,"['40.76910019', '-73.9815979']",40.76910019,-73.9815979
11,18475,"40.76200104,-73.99980164",Atelier,/building/atelier-condominium,"['40.76200104', '-73.99980164']",40.76200104,-73.99980164
12,16809,"40.76129913,-73.98269653",150 West 51st Street,/building/150-west-51-street-new_york,"['40.76129913', '-73.98269653']",40.76129913,-73.98269653
13,17620,"40.76679993,-73.98419952",The Sheffield,/building/the-sheffield,"['40.76679993', '-73.98419952']",40.76679993,-73.98419952
14,270,"40.70909882,-74.01370239",W Downtown Hotel & Residences,/building/w-downtown-hotel-residences,"['40.70909882', '-74.01370239']",40.70909882,-74.01370239
15,148,"40.70539856,-74.01039886",15 William Street,/building/15-william-street-new_york,"['40.70539856', '-74.01039886']",40.70539856,-74.01039886
16,16893,"40.76620102,-73.97859955",JW Marriott Essex House,/building/jw-marriott-essex-house,"['40.76620102', '-73.97859955']",40.76620102,-73.97859955
17,194,"40.70500183,-74.00810242",75 Wall Street,/building/75-wall-street-new_york,"['40.70500183', '-74.00810242']",40.70500183,-74.00810242
18,16607,"40.74629974,-73.97270203",The Corinthian,/building/the-corinthian,"['40.74629974', '-73.97270203']",40.74629974,-73.97270203
19,112,"40.707901,-74.01409912",Greenwich Club,/building/greenwich-club,"['40.707901', '-74.01409912']",40.707901,-74.01409912
20,16861,"40.76539993,-73.97910309",One57,/building/one57-condominium,"['40.76539993', '-73.97910309']",40.76539993,-73.97910309
21,18617,"40.76910019,-73.9815979",Trump International,/building/trump-international,"['40.76910019', '-73.9815979']",40.76910019,-73.9815979
22,59,"40.70619965,-74.01560211",Downtown Athletic Club Building,/building/downtown-athletic-club-building,"['40.70619965', '-74.01560211']",40.70619965,-74.01560211
23,16255,"40.74850082,-73.97589874",The Lindley,/building/the-lindley,"['40.74850082', '-73.97589874']",40.74850082,-73.97589874
24,23725,"40.7594986,-73.96459961",The Excelsior,/building/the-excelsior,"['40.7594986', '-73.96459961']",40.7594986,-73.96459961
25,38634,"40.81980133,-73.95680237",3333 Broadway,/building/3333-broadway-new_york,"['40.81980133', '-73.95680237']",40.81980133,-73.95680237
26,850076,"40.77640152,-73.9890976",Trump Place 120,/building/trump-place-120,"['40.77640152', '-73.9890976']",40.77640152,-73.9890976
27,23454,"40.75249863,-73.96779633",Trump World Tower,/building/trump-world-tower,"['40.75249863', '-73.96779633']",40.75249863,-73.96779633
28,22721,"40.76229858,-73.97389984",Trump Tower,/building/trump-tower,"['40.76229858', '-73.97389984']",40.76229858,-73.97389984
29,25673,"40.76509857,-73.96250153",Manhattan House,/building/manhattan-house,"['40.76509857', '-73.96250153']",40.76509857,-73.96250153
30,17174,"40.75790024,-73.99230194",ORION Condominium,/building/orion-condominium,"['40.75790024', '-73.99230194']",40.75790024,-73.99230194
31,6257319,"40.7474,-73.9714",685 First Avenue,/building/685-first-avenue-manhattan,"['40.7474', '-73.9714']",40.7474,-73.9714
32,821,"40.71519852,-74.01249695",111 Murray Street,/building/111-murray-street,"['40.71519852', '-74.01249695']",40.71519852,-74.01249695
33,6244186,"40.77199936,-73.99060059",One West End,/building/one-west-end,"['40.77199936', '-73.99060059']",40.77199936,-73.99060059
34,22441,"40.76449966,-73.97450256",The Plaza Condominium & Residences,/building/the-plaza-condominium-residences,"['40.76449966', '-73.97450256']",40.76449966,-73.97450256
35,241,"40.70769882,-74.00980377",20 Pine - The Collection,/building/20-pine-the-collection,"['40.70769882', '-74.00980377']",40.70769882,-74.00980377
36,10853,"40.74900055,-74.0059967",555 West 23rd Street,/building/555-west-23-street-new_york,"['40.74900055', '-74.0059967']",40.74900055,-74.0059967
37,322679,"40.77569962,-73.98999786",The Aldyn,/building/the-aldyn,"['40.77569962', '-73.98999786']",40.77569962,-73.98999786
38,14728,"40.73450089,-73.98919678",Zeckendorf Towers,/building/zeckendorf-towers,"['40.73450089', '-73.98919678']",40.73450089,-73.98919678
39,149,"40.70650101,-74.01059723",Downtown by Philippe Starck,/building/downtown-by-philippe-starck,"['40.70650101', '-74.01059723']",40.70650101,-74.01059723
40,5988587,"40.71020126,-73.98930359",One Manhattan Square,/building/one-manhattan-square,"['40.71020126', '-73.98930359']",40.71020126,-73.98930359
41,17451,"40.76290131,-73.9885025",Two WorldWide Plaza,/building/two-worldwide-plaza,"['40.76290131', '-73.9885025']",40.76290131,-73.9885025
42,24028,"40.76509857,-73.97170258",The Pierre,/building/the-pierre,"['40.76509857', '-73.97170258']",40.76509857,-73.97170258
43,23366,"40.7478981,-73.97090149",5 Tudor City Place,/building/5-tudor-city-place-new_york,"['40.7478981', '-73.97090149']",40.7478981,-73.97090149
44,11373,"40.75230026,-73.99839783",The Eugene,/building/the-eugene,"['40.75230026', '-73.99839783']",40.75230026,-73.99839783
45,644,"40.71279907,-74.00900269",30 Park Place,/building/30-park-place-new_york,"['40.71279907', '-74.00900269']",40.71279907,-74.00900269
46,322678,"40.77550125,-73.9885025",The Rushmore,/building/the-rushmore,"['40.77550125', '-73.9885025']",40.77550125,-73.9885025
47,16848,"40.76409912,-73.97779846",Carnegie House,/building/carnegie-house,"['40.76409912', '-73.97779846']",40.76409912,-73.97779846
48,18628,"40.77080154,-73.9815979",30 Lincoln Plaza,/building/30-lincoln-plaza,"['40.77080154', '-73.9815979']",40.77080154,-73.9815979
49,22983,"40.76169968,-73.97039795",465 Park Avenue,/building/465-park-avenue-new_york,"['40.76169968', '-73.97039795']",40.76169968,-73.97039795
50,22628,"40.75920105,-73.97609711",Olympic Tower,/building/olympic-tower,"['40.75920105', '-73.97609711']",40.75920105,-73.97609711
51,18630,"40.770401,-73.98090363",The Century Condominium,/building/the-century-condominium,"['40.770401', '-73.98090363']",40.770401,-73.98090363
52,18277,"40.76100159,-73.99549866",Charlie West,/building/charlie-west,"['40.76100159', '-73.99549866']",40.76100159,-73.99549866
53,14942,"40.73929977,-73.98539734",121 E 22nd,/building/121-e-22nd,"['40.73929977', '-73.98539734']",40.73929977,-73.98539734
54,6244465,"40.7734418,-73.9915436",Two Waterline Square,/building/two-waterline-square,"['40.7734418', '-73.9915436']",40.7734418,-73.9915436
55,23933,"40.75870132,-73.96089935",The Sovereign,/building/the-sovereign,"['40.75870132', '-73.96089935']",40.75870132,-73.96089935
56,23886,"40.75709915,-73.96309662",Plaza 400,/building/plaza-400,"['40.75709915', '-73.96309662']",40.75709915,-73.96309662
57,11099,"40.74349976,-74.00640106",The Caledonia,/building/the-caledonia,"['40.74349976', '-74.00640106']",40.74349976,-74.00640106
58,17012,"40.7602005,-73.98429871",1600 Broadway on The Square,/building/1600-broadway-on-the-square,"['40.7602005', '-73.98429871']",40.7602005,-73.98429871
59,19927,"40.7765007,-73.99060059",21 West End Avenue,/building/21-west-end-avenue-new_york,"['40.7765007', '-73.99060059']",40.7765007,-73.99060059
60,1189,"40.71770096,-74.00640106",56 Leonard,/building/56-leonard,"['40.71770096', '-74.00640106']",40.71770096,-74.00640106
61,14544,"40.74729919,-73.98490143",325 Fifth Avenue,/building/325-5-avenue-new_york,"['40.74729919', '-73.98490143']",40.74729919,-73.98490143
62,22987,"40.76179886,-73.96970367",The Galleria,/building/the-galleria,"['40.76179886', '-73.96970367']",40.76179886,-73.96970367
63,19940,"40.77840042,-73.98789978",180 Riverside Blvd,/building/180-riverside-blvd,"['40.77840042', '-73.98789978']",40.77840042,-73.98789978
64,19942,"40.77759933,-73.98829651",160 Riverside Blvd,/building/160-riverside-blvd,"['40.77759933', '-73.98829651']",40.77759933,-73.98829651
65,104,"40.70560074,-74.01750183",The Ritz-Carlton,/building/the-ritz-carlton,"['40.70560074', '-74.01750183']",40.70560074,-74.01750183
66,410,"40.70819855,-74.0059967",99 John Deco Lofts,/building/99-john-deco-lofts,"['40.70819855', '-74.0059967']",40.70819855,-74.0059967
67,15723,"40.73630142,-73.98390198",The Tower at Gramercy Square ,/building/the-tower-at-gramercy-square,"['40.73630142', '-73.98390198']",40.73630142,-73.98390198
68,17462,"40.76259995,-73.98619843",Longacre House,/building/longacre-house,"['40.76259995', '-73.98619843']",40.76259995,-73.98619843
69,464,"40.71409988,-74.01270294",100 Barclay,/building/100-barclay,"['40.71409988', '-74.01270294']",40.71409988,-74.01270294
70,13158,"40.74509811,-73.99160004",777 6th Avenue,/building/777-6th-avenue,"['40.74509811', '-73.99160004']",40.74509811,-73.99160004
71,22930,"40.76079941,-73.97029877",The Lombardy,/building/the-lombardy,"['40.76079941', '-73.97029877']",40.76079941,-73.97029877
72,16894,"40.7655983,-73.97689819",Trump Parc,/building/trump-parc,"['40.7655983', '-73.97689819']",40.7655983,-73.97689819
73,8609,"40.72669983,-74.00659943",70 Charlton Street,/building/70-charlton-street-new_york,"['40.72669983', '-74.00659943']",40.72669983,-74.00659943
74,253,"40.70909882,-74.01280212",125 Greenwich,/building/125-greenwich,"['40.70909882', '-74.01280212']",40.70909882,-74.01280212
75,9243,"40.73020172,-74.01010132",160 Leroy Street,/building/160-leroy-street-new_york,"['40.73020172', '-74.01010132']",40.73020172,-74.01010132
76,19955,"40.77980042,-73.98760223",220 Riverside Boulevard,/building/220-riverside-boulevard,"['40.77980042', '-73.98760223']",40.77980042,-73.98760223
77,16643,"40.74560165,-73.97129822",Horizon,/building/horizon-condominium,"['40.74560165', '-73.97129822']",40.74560165,-73.97129822
78,28491,"40.77349854,-73.95230103",East Winds Condominium,/building/east-winds-condominium,"['40.77349854', '-73.95230103']",40.77349854,-73.95230103
79,17638,"40.76712418,-73.98301697",Central Park Place,/building/central-park-place,"['40.76712418', '-73.98301697']",40.76712418,-73.98301697
80,23421,"40.75180054,-73.96990204",Turtle Bay Towers,/building/turtle-bay-towers,"['40.75180054', '-73.96990204']",40.75180054,-73.96990204
81,70,"40.70940018,-74.01599884",225 Rector Place,/building/225-rector-place-new_york,"['40.70940018', '-74.01599884']",40.70940018,-74.01599884
82,16813,"40.76200104,-73.98090363",135 West 52nd Street,/building/135-west-52-street-new_york,"['40.76200104', '-73.98090363']",40.76200104,-73.98090363
83,10992,"40.75279999,-74.00219727",15 Hudson Yards,/building/15-hudson-yards,"['40.75279999', '-74.00219727']",40.75279999,-74.00219727
84,23001,"40.74890137,-73.9733963",Murray Hill Tower,/building/murray-hill-tower,"['40.74890137', '-73.9733963']",40.74890137,-73.9733963
85,18433,"40.7677002,-73.99210358",Mercedes House,/building/mercedes-house,"['40.7677002', '-73.99210358']",40.7677002,-73.99210358
86,1150,"40.71720123,-74.00430298",91 Leonard,/building/91-leonard,"['40.71720123', '-74.00430298']",40.71720123,-74.00430298
87,17563,"40.76459885,-73.98490143",Fifty Third and Eighth,/building/fifty-third-and-eighth,"['40.76459885', '-73.98490143']",40.76459885,-73.98490143
88,24016,"40.76330185,-73.9701004",Trump Park Avenue,/building/trump-park-avenue,"['40.76330185', '-73.9701004']",40.76330185,-73.9701004
89,322680,"40.77529907,-73.9905014",One Riverside Park,/building/one-riverside-park,"['40.77529907', '-73.9905014']",40.77529907,-73.9905014
90,10770,"40.74459839,-74.00740051",The XI,/building/the-xi,"['40.74459839', '-74.00740051']",40.74459839,-74.00740051
91,5989117,"40.81689835,-73.94200134",The Rennie,/building/the-rennie,"['40.81689835', '-73.94200134']",40.81689835,-73.94200134
92,13444,"40.73740005,-73.99389648",Chelsea Lane,/building/chelsea-lane,"['40.73740005', '-73.99389648']",40.73740005,-73.99389648
93,1094,"40.71640015,-74.00340271",108 LEONARD,/building/108-leonard,"['40.71640015', '-74.00340271']",40.71640015,-74.00340271
94,23879,"40.75600052,-73.96399689",The Revere,/building/the-revere,"['40.75600052', '-73.96399689']",40.75600052,-73.96399689
95,6239522,"40.76480103,-73.9890976",Nine52,/building/nine52-condominium,"['40.76480103', '-73.9890976']",40.76480103,-73.9890976
96,17652,"40.75930023,-73.99530029",Manhattan View at MiMA,/building/manhattan-view-at-mima,"['40.75930023', '-73.99530029']",40.75930023,-73.99530029
97,28588,"40.77529907,-73.95089722",1601 First Avenue,/building/1601-1-avenue-new_york,"['40.77529907', '-73.95089722']",40.77529907,-73.95089722
98,23441,"40.7507019,-73.96849823",50 United Nations Plaza,/building/50-united-nations-plaza,"['40.7507019', '-73.96849823']",40.7507019,-73.96849823
99,28573,"40.77600098,-73.95269775",303 East 83rd,/building/303-east-83rd,"['40.77600098', '-73.95269775']",40.77600098,-73.95269775
100,16839,"40.7641983,-73.97979736",CitySpire,/building/cityspire-condominium,"['40.7641983', '-73.97979736']",40.7641983,-73.97979736
101,365,"40.70700073,-74.00550079",180 Water Street,/building/180-water-street-new_york,"['40.70700073', '-74.00550079']",40.70700073,-74.00550079
102,4518,"40.72230148,-73.98799896",196 Orchard Street,/building/196-orchard-street-new_york,"['40.72230148', '-73.98799896']",40.72230148,-73.98799896
103,19653,"40.77619934,-73.98269653",170 Amsterdam,/building/170-amsterdam,"['40.77619934', '-73.98269653']",40.77619934,-73.98269653
104,26809,"40.76689911,-73.95269775",515 EAST 72,/building/515-east-72,"['40.76689911', '-73.95269775']",40.76689911,-73.95269775
105,418,"40.70909882,-74.00640106",130 William Street,/building/130-william-street-new_york,"['40.70909882', '-74.00640106']",40.70909882,-74.00640106
106,24001,"40.7643013,-73.97250366",Sherry Netherland,/building/sherry-netherland,"['40.7643013', '-73.97250366']",40.7643013,-73.97250366
107,34873,"40.79339981,-73.96779633",West 96th ,/building/west-96th,"['40.79339981', '-73.96779633']",40.79339981,-73.96779633
108,661,"40.71360016,-74.0094986",50 Murray Street,/building/50-murray-street-new_york,"['40.71360016', '-74.0094986']",40.71360016,-74.0094986
109,23003,"40.74919891,-73.97370148",The Vanderbilt,/building/the-vanderbilt-235-east-40-street-new_york,"['40.74919891', '-73.97370148']",40.74919891,-73.97370148
110,14578,"40.74729919,-73.9835968",172 Madison Avenue,/building/172-madison-avenue-new_york,"['40.74729919', '-73.9835968']",40.74729919,-73.9835968
111,16481,"40.73680115,-73.97899628",CODA,/building/coda-condominium,"['40.73680115', '-73.97899628']",40.73680115,-73.97899628
112,61,"40.70560074,-74.01589966",Ocean,/building/ocean-1-west-street-new_york,"['40.70560074', '-74.01589966']",40.70560074,-74.01589966
113,23590,"40.75490189,-73.96589661",The Beekman Regent,/building/the-beekman-regent,"['40.75490189', '-73.96589661']",40.75490189,-73.96589661
114,28783,"40.77909851,-73.94809723",389 East 89th Street,/building/389-east-89-street-new_york,"['40.77909851', '-73.94809723']",40.77909851,-73.94809723
115,23283,"40.75759888,-73.96859741",The Hawthorne,/building/the-hawthorne,"['40.75759888', '-73.96859741']",40.75759888,-73.96859741
116,18638,"40.77149963,-73.98139954",One Lincoln Plaza,/building/one-lincoln-plaza,"['40.77149963', '-73.98139954']",40.77149963,-73.98139954
117,15567,"40.74919891,-73.97750092",325 Lexington Avenue,/building/325-lexington-avenue-new_york,"['40.74919891', '-73.97750092']",40.74919891,-73.97750092
118,24320,"40.76950073,-73.96869659",860 Fifth Avenue,/building/860-5-avenue-new_york,"['40.76950073', '-73.96869659']",40.76950073,-73.96869659
119,22698,"40.76079941,-73.97180176",432 Park Avenue,/building/432-park-avenue-new_york,"['40.76079941', '-73.97180176']",40.76079941,-73.97180176
120,5988072,"40.74829865,-73.97489929",The Nash,/building/the-nash,"['40.74829865', '-73.97489929']",40.74829865,-73.97489929
121,18475,"40.76200104,-73.99980164",Atelier,/building/atelier-condominium,"['40.76200104', '-73.99980164']",40.76200104,-73.99980164
122,16809,"40.76129913,-73.98269653",150 West 51st Street,/building/150-west-51-street-new_york,"['40.76129913', '-73.98269653']",40.76129913,-73.98269653
123,17620,"40.76679993,-73.98419952",The Sheffield,/building/the-sheffield,"['40.76679993', '-73.98419952']",40.76679993,-73.98419952
124,270,"40.70909882,-74.01370239",W Downtown Hotel & Residences,/building/w-downtown-hotel-residences,"['40.70909882', '-74.01370239']",40.70909882,-74.01370239
125,148,"40.70539856,-74.01039886",15 William Street,/building/15-william-street-new_york,"['40.70539856', '-74.01039886']",40.70539856,-74.01039886
126,16893,"40.76620102,-73.97859955",JW Marriott Essex House,/building/jw-marriott-essex-house,"['40.76620102', '-73.97859955']",40.76620102,-73.97859955
127,194,"40.70500183,-74.00810242",75 Wall Street,/building/75-wall-street-new_york,"['40.70500183', '-74.00810242']",40.70500183,-74.00810242
128,16607,"40.74629974,-73.97270203",The Corinthian,/building/the-corinthian,"['40.74629974', '-73.97270203']",40.74629974,-73.97270203
129,112,"40.707901,-74.01409912",Greenwich Club,/building/greenwich-club,"['40.707901', '-74.01409912']",40.707901,-74.01409912
130,16861,"40.76539993,-73.97910309",One57,/building/one57-condominium,"['40.76539993', '-73.97910309']",40.76539993,-73.97910309
131,18617,"40.76910019,-73.9815979",Trump International,/building/trump-international,"['40.76910019', '-73.9815979']",40.76910019,-73.9815979
132,59,"40.70619965,-74.01560211",Downtown Athletic Club Building,/building/downtown-athletic-club-building,"['40.70619965', '-74.01560211']",40.70619965,-74.01560211
133,16255,"40.74850082,-73.97589874",The Lindley,/building/the-lindley,"['40.74850082', '-73.97589874']",40.74850082,-73.97589874
134,23725,"40.7594986,-73.96459961",The Excelsior,/building/the-excelsior,"['40.7594986', '-73.96459961']",40.7594986,-73.96459961
135,38634,"40.81980133,-73.95680237",3333 Broadway,/building/3333-broadway-new_york,"['40.81980133', '-73.95680237']",40.81980133,-73.95680237
136,850076,"40.77640152,-73.9890976",Trump Place 120,/building/trump-place-120,"['40.77640152', '-73.9890976']",40.77640152,-73.9890976
137,23454,"40.75249863,-73.96779633",Trump World Tower,/building/trump-world-tower,"['40.75249863', '-73.96779633']",40.75249863,-73.96779633
138,22721,"40.76229858,-73.97389984",Trump Tower,/building/trump-tower,"['40.76229858', '-73.97389984']",40.76229858,-73.97389984
139,25673,"40.76509857,-73.96250153",Manhattan House,/building/manhattan-house,"['40.76509857', '-73.96250153']",40.76509857,-73.96250153
140,17174,"40.75790024,-73.99230194",ORION Condominium,/building/orion-condominium,"['40.75790024', '-73.99230194']",40.75790024,-73.99230194
141,6257319,"40.7474,-73.9714",685 First Avenue,/building/685-first-avenue-manhattan,"['40.7474', '-73.9714']",40.7474,-73.9714
142,821,"40.71519852,-74.01249695",111 Murray Street,/building/111-murray-street,"['40.71519852', '-74.01249695']",40.71519852,-74.01249695
143,6244186,"40.77199936,-73.99060059",One West End,/building/one-west-end,"['40.77199936', '-73.99060059']",40.77199936,-73.99060059
144,22441,"40.76449966,-73.97450256",The Plaza Condominium & Residences,/building/the-plaza-condominium-residences,"['40.76449966', '-73.97450256']",40.76449966,-73.97450256
145,241,"40.70769882,-74.00980377",20 Pine - The Collection,/building/20-pine-the-collection,"['40.70769882', '-74.00980377']",40.70769882,-74.00980377
146,10853,"40.74900055,-74.0059967",555 West 23rd Street,/building/555-west-23-street-new_york,"['40.74900055', '-74.0059967']",40.74900055,-74.0059967
147,322679,"40.77569962,-73.98999786",The Aldyn,/building/the-aldyn,"['40.77569962', '-73.98999786']",40.77569962,-73.98999786
148,14728,"40.73450089,-73.98919678",Zeckendorf Towers,/building/zeckendorf-towers,"['40.73450089', '-73.98919678']",40.73450089,-73.98919678
149,149,"40.70650101,-74.01059723",Downtown by Philippe Starck,/building/downtown-by-philippe-starck,"['40.70650101', '-74.01059723']",40.70650101,-74.01059723
150,5988587,"40.71020126,-73.98930359",One Manhattan Square,/building/one-manhattan-square,"['40.71020126', '-73.98930359']",40.71020126,-73.98930359
151,17451,"40.76290131,-73.9885025",Two WorldWide Plaza,/building/two-worldwide-plaza,"['40.76290131', '-73.9885025']",40.76290131,-73.9885025
152,24028,"40.76509857,-73.97170258",The Pierre,/building/the-pierre,"['40.76509857', '-73.97170258']",40.76509857,-73.97170258
153,23366,"40.7478981,-73.97090149",5 Tudor City Place,/building/5-tudor-city-place-new_york,"['40.7478981', '-73.97090149']",40.7478981,-73.97090149
154,11373,"40.75230026,-73.99839783",The Eugene,/building/the-eugene,"['40.75230026', '-73.99839783']",40.75230026,-73.99839783
155,644,"40.71279907,-74.00900269",30 Park Place,/building/30-park-place-new_york,"['40.71279907', '-74.00900269']",40.71279907,-74.00900269
156,322678,"40.77550125,-73.9885025",The Rushmore,/building/the-rushmore,"['40.77550125', '-73.9885025']",40.77550125,-73.9885025
157,16848,"40.76409912,-73.97779846",Carnegie House,/building/carnegie-house,"['40.76409912', '-73.97779846']",40.76409912,-73.97779846
158,18628,"40.77080154,-73.9815979",30 Lincoln Plaza,/building/30-lincoln-plaza,"['40.77080154', '-73.9815979']",40.77080154,-73.9815979
159,22983,"40.76169968,-73.97039795",465 Park Avenue,/building/465-park-avenue-new_york,"['40.76169968', '-73.97039795']",40.76169968,-73.97039795
160,22628,"40.75920105,-73.97609711",Olympic Tower,/building/olympic-tower,"['40.75920105', '-73.97609711']",40.75920105,-73.97609711
161,18630,"40.770401,-73.98090363",The Century Condominium,/building/the-century-condominium,"['40.770401', '-73.98090363']",40.770401,-73.98090363
162,18277,"40.76100159,-73.99549866",Charlie West,/building/charlie-west,"['40.76100159', '-73.99549866']",40.76100159,-73.99549866
163,14942,"40.73929977,-73.98539734",121 E 22nd,/building/121-e-22nd,"['40.73929977', '-73.98539734']",40.73929977,-73.98539734
164,6244465,"40.7734418,-73.9915436",Two Waterline Square,/building/two-waterline-square,"['40.7734418', '-73.9915436']",40.7734418,-73.9915436
165,23933,"40.75870132,-73.96089935",The Sovereign,/building/the-sovereign,"['40.75870132', '-73.96089935']",40.75870132,-73.96089935
166,23886,"40.75709915,-73.96309662",Plaza 400,/building/plaza-400,"['40.75709915', '-73.96309662']",40.75709915,-73.96309662
167,11099,"40.74349976,-74.00640106",The Caledonia,/building/the-caledonia,"['40.74349976', '-74.00640106']",40.74349976,-74.00640106
168,17012,"40.7602005,-73.98429871",1600 Broadway on The Square,/building/1600-broadway-on-the-square,"['40.7602005', '-73.98429871']",40.7602005,-73.98429871
169,19927,"40.7765007,-73.99060059",21 West End Avenue,/building/21-west-end-avenue-new_york,"['40.7765007', '-73.99060059']",40.7765007,-73.99060059
170,1189,"40.71770096,-74.00640106",56 Leonard,/building/56-leonard,"['40.71770096', '-74.00640106']",40.71770096,-74.00640106
171,14544,"40.74729919,-73.98490143",325 Fifth Avenue,/building/325-5-avenue-new_york,"['40.74729919', '-73.98490143']",40.74729919,-73.98490143
172,22987,"40.76179886,-73.96970367",The Galleria,/building/the-galleria,"['40.76179886', '-73.96970367']",40.76179886,-73.96970367
173,19940,"40.77840042,-73.98789978",180 Riverside Blvd,/building/180-riverside-blvd,"['40.77840042', '-73.98789978']",40.77840042,-73.98789978
174,19942,"40.77759933,-73.98829651",160 Riverside Blvd,/building/160-riverside-blvd,"['40.77759933', '-73.98829651']",40.77759933,-73.98829651
175,104,"40.70560074,-74.01750183",The Ritz-Carlton,/building/the-ritz-carlton,"['40.70560074', '-74.01750183']",40.70560074,-74.01750183
176,410,"40.70819855,-74.0059967",99 John Deco Lofts,/building/99-john-deco-lofts,"['40.70819855', '-74.0059967']",40.70819855,-74.0059967
177,15723,"40.73630142,-73.98390198",The Tower at Gramercy Square ,/building/the-tower-at-gramercy-square,"['40.73630142', '-73.98390198']",40.73630142,-73.98390198
178,17462,"40.76259995,-73.98619843",Longacre House,/building/longacre-house,"['40.76259995', '-73.98619843']",40.76259995,-73.98619843
179,464,"40.71409988,-74.01270294",100 Barclay,/building/100-barclay,"['40.71409988', '-74.01270294']",40.71409988,-74.01270294
180,13158,"40.74509811,-73.99160004",777 6th Avenue,/building/777-6th-avenue,"['40.74509811', '-73.99160004']",40.74509811,-73.99160004
181,16894,"40.7655983,-73.97689819",Trump Parc,/building/trump-parc,"['40.7655983', '-73.97689819']",40.7655983,-73.97689819
182,22930,"40.76079941,-73.97029877",The Lombardy,/building/the-lombardy,"['40.76079941', '-73.97029877']",40.76079941,-73.97029877
183,8609,"40.72669983,-74.00659943",70 Charlton Street,/building/70-charlton-street-new_york,"['40.72669983', '-74.00659943']",40.72669983,-74.00659943
184,253,"40.70909882,-74.01280212",125 Greenwich,/building/125-greenwich,"['40.70909882', '-74.01280212']",40.70909882,-74.01280212
185,9243,"40.73020172,-74.01010132",160 Leroy Street,/building/160-leroy-street-new_york,"['40.73020172', '-74.01010132']",40.73020172,-74.01010132
186,19955,"40.77980042,-73.98760223",220 Riverside Boulevard,/building/220-riverside-boulevard,"['40.77980042', '-73.98760223']",40.77980042,-73.98760223
187,16643,"40.74560165,-73.97129822",Horizon,/building/horizon-condominium,"['40.74560165', '-73.97129822']",40.74560165,-73.97129822
188,28491,"40.77349854,-73.95230103",East Winds Condominium,/building/east-winds-condominium,"['40.77349854', '-73.95230103']",40.77349854,-73.95230103
189,17638,"40.76712418,-73.98301697",Central Park Place,/building/central-park-place,"['40.76712418', '-73.98301697']",40.76712418,-73.98301697
190,23421,"40.75180054,-73.96990204",Turtle Bay Towers,/building/turtle-bay-towers,"['40.75180054', '-73.96990204']",40.75180054,-73.96990204
191,70,"40.70940018,-74.01599884",225 Rector Place,/building/225-rector-place-new_york,"['40.70940018', '-74.01599884']",40.70940018,-74.01599884
192,16813,"40.76200104,-73.98090363",135 West 52nd Street,/building/135-west-52-street-new_york,"['40.76200104', '-73.98090363']",40.76200104,-73.98090363
193,10992,"40.75279999,-74.00219727",15 Hudson Yards,/building/15-hudson-yards,"['40.75279999', '-74.00219727']",40.75279999,-74.00219727
194,23001,"40.74890137,-73.9733963",Murray Hill Tower,/building/murray-hill-tower,"['40.74890137', '-73.9733963']",40.74890137,-73.9733963
195,18433,"40.7677002,-73.99210358",Mercedes House,/building/mercedes-house,"['40.7677002', '-73.99210358']",40.7677002,-73.99210358
196,1150,"40.71720123,-74.00430298",91 Leonard,/building/91-leonard,"['40.71720123', '-74.00430298']",40.71720123,-74.00430298
197,17563,"40.76459885,-73.98490143",Fifty Third and Eighth,/building/fifty-third-and-eighth,"['40.76459885', '-73.98490143']",40.76459885,-73.98490143
198,322680,"40.77529907,-73.9905014",One Riverside Park,/building/one-riverside-park,"['40.77529907', '-73.9905014']",40.77529907,-73.9905014
199,24016,"40.76330185,-73.9701004",Trump Park Avenue,/building/trump-park-avenue,"['40.76330185', '-73.9701004']",40.76330185,-73.9701004
200,10770,"40.74459839,-74.00740051",The XI,/building/the-xi,"['40.74459839', '-74.00740051']",40.74459839,-74.00740051
201,5989117,"40.81689835,-73.94200134",The Rennie,/building/the-rennie,"['40.81689835', '-73.94200134']",40.81689835,-73.94200134
